CODGEO;LIBGEO;Code département;annee;type;code_de_la_commune;code_com;geo_point;loyer_pr_dit_en_euros_par_m_;nom_com;code_dep
22068;Grâce-Uzel;22;2022;carte loyer;068;22068;48.25037219275086, -2.794165709487651;7.38437702707862;Grâce-Uzel;22
22068;Grâce-Uzel;22;2022;carte loyer;068;22068;48.25037219275086, -2.794165709487651;6.27110061308945;Grâce-Uzel;22
22069;Guenroc;22;2022;carte loyer;069;22069;48.313634238785724, -2.0806987621722692;8.33570804629945;Guenroc;22
22069;Guenroc;22;2022;carte loyer;069;22069;48.313634238785724, -2.0806987621722692;6.92613126922132;Guenroc;22
22070;Guingamp;22;2022;carte loyer;070;22070;48.5606296002789, -3.153483856443051;9.81101559211339;Guingamp;22
22070;Guingamp;22;2022;carte loyer;070;22070;48.5606296002789, -3.153483856443051;7.61390372438168;Guingamp;22
22071;Guitté;22;2022;carte loyer;071;22071;48.290858390709175, -2.102006426579971;8.33570804629945;Guitté;22
22071;Guitté;22;2022;carte loyer;071;22071;48.290858390709175, -2.102006426579971;6.92613126922132;Guitté;22
22072;Gurunhuel;22;2022;carte loyer;072;22072;48.5084390529387, -3.2887619158372385;6.79435124814839;Gurunhuel;22
22072;Gurunhuel;22;2022;carte loyer;072;22072;48.5084390529387, -3.2887619158372385;6.87569062014521;Gurunhuel;22
22073;La Harmoye;22;2022;carte loyer;073;22073;48.34601944912991, -2.9687827470942216;8.33758444246537;La Harmoye;22
22073;La Harmoye;22;2022;carte loyer;073;22073;48.34601944912991, -2.9687827470942216;6.85549662340702;La Harmoye;22
22074;Le Haut-Corlay;22;2022;carte loyer;074;22074;48.34049323560732, -3.0321258004545015;8.33758444246537;Le Haut-Corlay;22
22074;Le Haut-Corlay;22;2022;carte loyer;074;22074;48.34049323560732, -3.0321258004545015;6.67787247140704;Le Haut-Corlay;22
22075;Hémonstoir;22;2022;carte loyer;075;22075;48.157236237898246, -2.850013769833973;7.38437702707862;Hémonstoir;22
22075;Hémonstoir;22;2022;carte loyer;075;22075;48.157236237898246, -2.850013769833973;6.51030285881402;Hémonstoir;22
22076;Hénanbihen;22;2022;carte loyer;076;22076;48.55798404647853, -2.381554908505979;9.04598522539105;Hénanbihen;22
22076;Hénanbihen;22;2022;carte loyer;076;22076;48.55798404647853, -2.381554908505979;8.29690291165117;Hénanbihen;22
22077;Hénansal;22;2022;carte loyer;077;22077;48.53792668096101, -2.4478386890533526;8.6847172749027;Hénansal;22
22077;Hénansal;22;2022;carte loyer;077;22077;48.53792668096101, -2.4478386890533526;7.74439275149976;Hénansal;22
22079;Hénon;22;2022;carte loyer;079;22079;48.38674852310644, -2.683781581736478;9.02592075735993;Hénon;22
22079;Hénon;22;2022;carte loyer;079;22079;48.38674852310644, -2.683781581736478;6.96692848263116;Hénon;22
22081;Hillion;22;2022;carte loyer;081;22081;48.502995294821886, -2.6462131760070013;9.79841663701205;Hillion;22
22081;Hillion;22;2022;carte loyer;081;22081;48.502995294821886, -2.6462131760070013;8.04513797399117;Hillion;22
22082;Le Hinglé;22;2022;carte loyer;082;22082;48.397988313749984, -2.0828373600169927;11.6767479877538;Le Hinglé;22
22082;Le Hinglé;22;2022;carte loyer;082;22082;48.397988313749984, -2.0828373600169927;7.56992954344971;Le Hinglé;22
22083;Illifaut;22;2022;carte loyer;083;22083;48.14444310436233, -2.336130932655529;8.64678490803807;Illifaut;22
22083;Illifaut;22;2022;carte loyer;083;22083;48.14444310436233, -2.336130932655529;7.04938429220017;Illifaut;22
22084;Jugon-les-Lacs;22;2022;carte loyer;084;22084;48.40610977170293, -2.326899750070944;9.02592075735993;Jugon-les-Lacs;22
22084;Jugon-les-Lacs;22;2022;carte loyer;084;22084;48.40610977170293, -2.326899750070944;6.55298245791462;Jugon-les-Lacs;22
22085;Kerbors;22;2022;carte loyer;085;22085;48.823601548065966, -3.1817585984897487;8.85209089678718;Kerbors;22
22085;Kerbors;22;2022;carte loyer;085;22085;48.823601548065966, -3.1817585984897487;8.63007803045792;Kerbors;22
22086;Kerfot;22;2022;carte loyer;086;22086;48.73687170732632, -3.0314775082213297;10.7271950520344;Kerfot;22
22086;Kerfot;22;2022;carte loyer;086;22086;48.73687170732632, -3.0314775082213297;8.54111512959303;Kerfot;22
22087;Kergrist-Moëlou;22;2022;carte loyer;087;22087;48.29460489080976, -3.325603227294781;6.92960667046749;Kergrist-Moëlou;22
22087;Kergrist-Moëlou;22;2022;carte loyer;087;22087;48.29460489080976, -3.325603227294781;6.55143113698649;Kergrist-Moëlou;22
22088;Kerien;22;2022;carte loyer;088;22088;48.40939302468879, -3.230680461477553;6.79435124814839;Kerien;22
22088;Kerien;22;2022;carte loyer;088;22088;48.40939302468879, -3.230680461477553;5.73672521454276;Kerien;22
22090;Kermaria-Sulard;22;2022;carte loyer;090;22090;48.77349033102501, -3.3733885820496323;8.78719403018025;Kermaria-Sulard;22
22090;Kermaria-Sulard;22;2022;carte loyer;090;22090;48.77349033102501, -3.3733885820496323;7.87061007178178;Kermaria-Sulard;22
22091;Kermoroc'h;22;2022;carte loyer;091;22091;48.61487083619394, -3.2036352848070537;7.52858199345776;Kermoroc'h;22
22091;Kermoroc'h;22;2022;carte loyer;091;22091;48.61487083619394, -3.2036352848070537;6.87569062014521;Kermoroc'h;22
22092;Kerpert;22;2022;carte loyer;092;22092;48.389910884605634, -3.1364122348887866;7.87530634885009;Kerpert;22
22092;Kerpert;22;2022;carte loyer;092;22092;48.389910884605634, -3.1364122348887866;6.67787247140704;Kerpert;22
22093;Lamballe-Armor;22;2022;carte loyer;093;22093;48.48507006191167, -2.529991643442078;10.1622225470887;Lamballe-Armor;22
22093;Lamballe-Armor;22;2022;carte loyer;093;22093;48.48507006191167, -2.529991643442078;8.1413004132203;Lamballe-Armor;22
22094;Lancieux;22;2022;carte loyer;094;22094;48.6008414291423, -2.1483024381537885;11.075473233014;Lancieux;22
22094;Lancieux;22;2022;carte loyer;094;22094;48.6008414291423, -2.1483024381537885;9.35266720995679;Lancieux;22
22095;Landebaëron;22;2022;carte loyer;095;22095;48.637650509074476, -3.2048713656243346;7.52858199345776;Landebaëron;22
22095;Landebaëron;22;2022;carte loyer;095;22095;48.637650509074476, -3.2048713656243346;6.87569062014521;Landebaëron;22
22096;Landébia;22;2022;carte loyer;096;22096;48.515180464964274, -2.337312105064261;9.04598522539105;Landébia;22
22096;Landébia;22;2022;carte loyer;096;22096;48.515180464964274, -2.337312105064261;6.19755603157342;Landébia;22
22097;La Landec;22;2022;carte loyer;097;22097;48.425666428990944, -2.1831046599580097;11.6767479877538;La Landec;22
22097;La Landec;22;2022;carte loyer;097;22097;48.425666428990944, -2.1831046599580097;6.90939299140592;La Landec;22
22098;Landéhen;22;2022;carte loyer;098;22098;48.42207408910222, -2.541774101454152;8.6847172749027;Landéhen;22
22098;Landéhen;22;2022;carte loyer;098;22098;48.42207408910222, -2.541774101454152;7.38518192382227;Landéhen;22
22099;Lanfains;22;2022;carte loyer;099;22099;48.365375784779125, -2.911495669833046;8.33758444246537;Lanfains;22
22099;Lanfains;22;2022;carte loyer;099;22099;48.365375784779125, -2.911495669833046;6.85549662340702;Lanfains;22
22101;Langoat;22;2022;carte loyer;101;22101;48.73497449558828, -3.2979764397394744;10.0608180762203;Langoat;22
22101;Langoat;22;2022;carte loyer;101;22101;48.73497449558828, -3.2979764397394744;8.63007803045792;Langoat;22
22103;Langrolay-sur-Rance;22;2022;carte loyer;103;22103;48.55308299986967, -2.0144312068571977;10.3786020997424;Langrolay-sur-Rance;22
22103;Langrolay-sur-Rance;22;2022;carte loyer;103;22103;48.55308299986967, -2.0144312068571977;9.35266720995679;Langrolay-sur-Rance;22
22104;Languédias;22;2022;carte loyer;104;22104;48.39303484828071, -2.205712406659745;8.64678490803807;Languédias;22
22104;Languédias;22;2022;carte loyer;104;22104;48.39303484828071, -2.205712406659745;6.19755603157342;Languédias;22
22105;Languenan;22;2022;carte loyer;105;22105;48.511472098182495, -2.1332072736296857;9.04598522539105;Languenan;22
22105;Languenan;22;2022;carte loyer;105;22105;48.511472098182495, -2.1332072736296857;6.90939299140592;Languenan;22
22106;Langueux;22;2022;carte loyer;106;22106;48.500031081029526, -2.7097215856661303;9.9370886269164;Langueux;22
22106;Langueux;22;2022;carte loyer;106;22106;48.500031081029526, -2.7097215856661303;8.6373221419113;Langueux;22
22107;Bon Repos sur Blavet;22;2022;carte loyer;107;22107;48.223996028900316, -3.123601388977203;7.87530634885009;Bon Repos sur Blavet;22
22107;Bon Repos sur Blavet;22;2022;carte loyer;107;22107;48.223996028900316, -3.123601388977203;6.55143113698649;Bon Repos sur Blavet;22
22108;Lanleff;22;2022;carte loyer;108;22108;48.69305673767193, -3.04636642694735;8.85209089678718;Lanleff;22
22108;Lanleff;22;2022;carte loyer;108;22108;48.69305673767193, -3.04636642694735;7.53681376581016;Lanleff;22
22109;Lanloup;22;2022;carte loyer;109;22109;48.70966609506934, -2.968620705247752;9.12554376864588;Lanloup;22
22109;Lanloup;22;2022;carte loyer;109;22109;48.70966609506934, -2.968620705247752;8.54111512959303;Lanloup;22
22110;Lanmérin;22;2022;carte loyer;110;22110;48.7398955196288, -3.3575391923189737;10.0608180762203;Lanmérin;22
22110;Lanmérin;22;2022;carte loyer;110;22110;48.7398955196288, -3.3575391923189737;7.87061007178178;Lanmérin;22
22111;Lanmodez;22;2022;carte loyer;111;22111;48.8454616685329, -3.09657660537169;8.85209089678718;Lanmodez;22
22111;Lanmodez;22;2022;carte loyer;111;22111;48.8454616685329, -3.09657660537169;8.63007803045792;Lanmodez;22
22112;Lannebert;22;2022;carte loyer;112;22112;48.65055054470595, -3.0090952031802667;9.12554376864588;Lannebert;22
22112;Lannebert;22;2022;carte loyer;112;22112;48.65055054470595, -3.0090952031802667;7.53681376581016;Lannebert;22
22113;Lannion;22;2022;carte loyer;113;22113;48.74372057592956, -3.4613016821377243;8.97983314475183;Lannion;22
22113;Lannion;22;2022;carte loyer;113;22113;48.74372057592956, -3.4613016821377243;8.45725212562485;Lannion;22
22114;Lanrelas;22;2022;carte loyer;114;22114;48.24615812698913, -2.295194979345555;8.64678490803807;Lanrelas;22
22114;Lanrelas;22;2022;carte loyer;114;22114;48.24615812698913, -2.295194979345555;6.19755603157342;Lanrelas;22
22115;Lanrivain;22;2022;carte loyer;115;22115;48.359078803487385, -3.215236306567682;6.79435124814839;Lanrivain;22
22115;Lanrivain;22;2022;carte loyer;115;22115;48.359078803487385, -3.215236306567682;6.67787247140704;Lanrivain;22
22116;Lanrodec;22;2022;carte loyer;116;22116;48.49956508747752, -3.0433156865257875;9.12554376864588;Lanrodec;22
22116;Lanrodec;22;2022;carte loyer;116;22116;48.49956508747752, -3.0433156865257875;7.04704760929323;Lanrodec;22
22117;Lantic;22;2022;carte loyer;117;22117;48.604206339182014, -2.8988006689345998;10.7271950520344;Lantic;22
22117;Lantic;22;2022;carte loyer;117;22117;48.604206339182014, -2.8988006689345998;7.5561492712521;Lantic;22
22118;Lanvallay;22;2022;carte loyer;118;22118;48.451577637530804, -2.0114884585409434;10.6617174192358;Lanvallay;22
22118;Lanvallay;22;2022;carte loyer;118;22118;48.451577637530804, -2.0114884585409434;8.64470090643931;Lanvallay;22
22119;Lanvellec;22;2022;carte loyer;119;22119;48.60676786917297, -3.527901691489259;7.52858199345776;Lanvellec;22
22119;Lanvellec;22;2022;carte loyer;119;22119;48.60676786917297, -3.527901691489259;7.08894267312943;Lanvellec;22
22121;Lanvollon;22;2022;carte loyer;121;22121;48.63350892357017, -2.9901564356599057;9.85477201060212;Lanvollon;22
22121;Lanvollon;22;2022;carte loyer;121;22121;48.63350892357017, -2.9901564356599057;8.1971955386336;Lanvollon;22
22122;Laurenan;22;2022;carte loyer;122;22122;48.215038335689826, -2.5190952972110403;8.64678490803807;Laurenan;22
22122;Laurenan;22;2022;carte loyer;122;22122;48.215038335689826, -2.5190952972110403;6.19755603157342;Laurenan;22
22124;Lescouët-Gouarec;22;2022;carte loyer;124;22124;48.169286969951244, -3.206382639399914;8.87050141474421;Lescouët-Gouarec;22
22124;Lescouët-Gouarec;22;2022;carte loyer;124;22124;48.169286969951244, -3.206382639399914;6.45781241712596;Lescouët-Gouarec;22
22126;Le Leslay;22;2022;carte loyer;126;22126;48.423990652869634, -2.965116944345763;8.33758444246537;Le Leslay;22
22126;Le Leslay;22;2022;carte loyer;126;22126;48.423990652869634, -2.965116944345763;7.04704760929323;Le Leslay;22
22127;Lézardrieux;22;2022;carte loyer;127;22127;48.80343680465705, -3.109062725836568;8.85209089678718;Lézardrieux;22
22127;Lézardrieux;22;2022;carte loyer;127;22127;48.80343680465705, -3.109062725836568;8.63007803045792;Lézardrieux;22
22128;Locarn;22;2022;carte loyer;128;22128;48.332427425246884, -3.409970759309314;6.92960667046749;Locarn;22
22128;Locarn;22;2022;carte loyer;128;22128;48.332427425246884, -3.409970759309314;5.73672521454276;Locarn;22
22129;Loc-Envel;22;2022;carte loyer;129;22129;48.509790586279045, -3.4097689488209104;6.79435124814839;Loc-Envel;22
22129;Loc-Envel;22;2022;carte loyer;129;22129;48.509790586279045, -3.4097689488209104;6.03409169097647;Loc-Envel;22
22131;Loguivy-Plougras;22;2022;carte loyer;131;22131;48.510492935904004, -3.4917280120826337;6.79435124814839;Loguivy-Plougras;22
22131;Loguivy-Plougras;22;2022;carte loyer;131;22131;48.510492935904004, -3.4917280120826337;5.73672521454276;Loguivy-Plougras;22
