CODGEO,LIBGEO,Code département,annee,type,taux_brut_de_natalit___pour_mille_
22140,La Malhoure,22,2024,Taux brut de natalité (pour mille),7.7
22141,Mantallot,22,2024,Taux brut de natalité (pour mille),7.7
22143,Matignon,22,2024,Taux brut de natalité (pour mille),7.7
22144,La Méaugon,22,2024,Taux brut de natalité (pour mille),7.7
22145,Mégrit,22,2024,Taux brut de natalité (pour mille),7.7
22146,Mellionnec,22,2024,Taux brut de natalité (pour mille),7.7
22147,Merdrignac,22,2024,Taux brut de natalité (pour mille),7.7
22148,Mérillac,22,2024,Taux brut de natalité (pour mille),7.7
22149,Merléac,22,2024,Taux brut de natalité (pour mille),7.7
22150,Le Merzer,22,2024,Taux brut de natalité (pour mille),7.7
22152,Minihy-Tréguier,22,2024,Taux brut de natalité (pour mille),7.7
22153,Moncontour,22,2024,Taux brut de natalité (pour mille),7.7
22155,La Motte,22,2024,Taux brut de natalité (pour mille),7.7
22156,Moustéru,22,2024,Taux brut de natalité (pour mille),7.7
22157,Le Moustoir,22,2024,Taux brut de natalité (pour mille),7.7
22158,Guerlédan,22,2024,Taux brut de natalité (pour mille),7.7
22160,Noyal,22,2024,Taux brut de natalité (pour mille),7.7
22161,Pabu,22,2024,Taux brut de natalité (pour mille),7.7
22162,Paimpol,22,2024,Taux brut de natalité (pour mille),7.7
22163,Paule,22,2024,Taux brut de natalité (pour mille),7.7
22164,Pédernec,22,2024,Taux brut de natalité (pour mille),7.7
22165,Penguily,22,2024,Taux brut de natalité (pour mille),7.7
22166,Penvénan,22,2024,Taux brut de natalité (pour mille),7.7
22168,Perros-Guirec,22,2024,Taux brut de natalité (pour mille),7.7
22169,Peumerit-Quintin,22,2024,Taux brut de natalité (pour mille),7.7
22170,Plaine-Haute,22,2024,Taux brut de natalité (pour mille),7.7
22171,Plaintel,22,2024,Taux brut de natalité (pour mille),7.7
22172,Plancoët,22,2024,Taux brut de natalité (pour mille),7.7
22174,Pléboulle,22,2024,Taux brut de natalité (pour mille),7.7
22175,Plédéliac,22,2024,Taux brut de natalité (pour mille),7.7
22176,Plédran,22,2024,Taux brut de natalité (pour mille),7.7
22177,Pléguien,22,2024,Taux brut de natalité (pour mille),7.7
22178,Pléhédel,22,2024,Taux brut de natalité (pour mille),7.7
22179,Fréhel,22,2024,Taux brut de natalité (pour mille),7.7
22180,Plélan-le-Petit,22,2024,Taux brut de natalité (pour mille),7.7
22181,Plélauff,22,2024,Taux brut de natalité (pour mille),7.7
22182,Plélo,22,2024,Taux brut de natalité (pour mille),7.7
22183,Plémet,22,2024,Taux brut de natalité (pour mille),7.7
22184,Plémy,22,2024,Taux brut de natalité (pour mille),7.7
22185,Plénée-Jugon,22,2024,Taux brut de natalité (pour mille),7.7
22186,Pléneuf-Val-André,22,2024,Taux brut de natalité (pour mille),7.7
22187,Plérin,22,2024,Taux brut de natalité (pour mille),7.7
22188,Plerneuf,22,2024,Taux brut de natalité (pour mille),7.7
22189,Plésidy,22,2024,Taux brut de natalité (pour mille),7.7
22190,Pleslin-Trigavou,22,2024,Taux brut de natalité (pour mille),7.7
22193,Plestan,22,2024,Taux brut de natalité (pour mille),7.7
22194,Plestin-les-Grèves,22,2024,Taux brut de natalité (pour mille),7.7
22195,Pleubian,22,2024,Taux brut de natalité (pour mille),7.7
22196,Pleudaniel,22,2024,Taux brut de natalité (pour mille),7.7
22197,Pleudihen-sur-Rance,22,2024,Taux brut de natalité (pour mille),7.7
22198,Pleumeur-Bodou,22,2024,Taux brut de natalité (pour mille),7.7
22199,Pleumeur-Gautier,22,2024,Taux brut de natalité (pour mille),7.7
22200,Pléven,22,2024,Taux brut de natalité (pour mille),7.7
22201,Plévenon,22,2024,Taux brut de natalité (pour mille),7.7
22202,Plévin,22,2024,Taux brut de natalité (pour mille),7.7
22203,Plœuc-L'Hermitage,22,2024,Taux brut de natalité (pour mille),7.7
22204,Ploëzal,22,2024,Taux brut de natalité (pour mille),7.7
22205,Plorec-sur-Arguenon,22,2024,Taux brut de natalité (pour mille),7.7
22206,Châtelaudren-Plouagat,22,2024,Taux brut de natalité (pour mille),7.7
22207,Plouaret,22,2024,Taux brut de natalité (pour mille),7.7
22208,Plouasne,22,2024,Taux brut de natalité (pour mille),7.7
22209,Beaussais-sur-Mer,22,2024,Taux brut de natalité (pour mille),7.7
22210,Ploubazlanec,22,2024,Taux brut de natalité (pour mille),7.7
22211,Ploubezre,22,2024,Taux brut de natalité (pour mille),7.7
22212,Plouëc-du-Trieux,22,2024,Taux brut de natalité (pour mille),7.7
22213,Plouër-sur-Rance,22,2024,Taux brut de natalité (pour mille),7.7
22214,Plouézec,22,2024,Taux brut de natalité (pour mille),7.7
22215,Ploufragan,22,2024,Taux brut de natalité (pour mille),7.7
22216,Plougonver,22,2024,Taux brut de natalité (pour mille),7.7
22217,Plougras,22,2024,Taux brut de natalité (pour mille),7.7
22218,Plougrescant,22,2024,Taux brut de natalité (pour mille),7.7
22219,Plouguenast-Langast,22,2024,Taux brut de natalité (pour mille),7.7
22220,Plouguernével,22,2024,Taux brut de natalité (pour mille),7.7
22221,Plouguiel,22,2024,Taux brut de natalité (pour mille),7.7
22222,Plouha,22,2024,Taux brut de natalité (pour mille),7.7
22223,Plouisy,22,2024,Taux brut de natalité (pour mille),7.7
22224,Ploulec'h,22,2024,Taux brut de natalité (pour mille),7.7
22225,Ploumagoar,22,2024,Taux brut de natalité (pour mille),7.7
22226,Ploumilliau,22,2024,Taux brut de natalité (pour mille),7.7
22227,Plounérin,22,2024,Taux brut de natalité (pour mille),7.7
22228,Plounévez-Moëdec,22,2024,Taux brut de natalité (pour mille),7.7
22229,Plounévez-Quintin,22,2024,Taux brut de natalité (pour mille),7.7
22231,Plourac'h,22,2024,Taux brut de natalité (pour mille),7.7
22232,Plourhan,22,2024,Taux brut de natalité (pour mille),7.7
22233,Plourivo,22,2024,Taux brut de natalité (pour mille),7.7
22234,Plouvara,22,2024,Taux brut de natalité (pour mille),7.7
22235,Plouzélambre,22,2024,Taux brut de natalité (pour mille),7.7
22236,Pludual,22,2024,Taux brut de natalité (pour mille),7.7
22237,Pluduno,22,2024,Taux brut de natalité (pour mille),7.7
22238,Plufur,22,2024,Taux brut de natalité (pour mille),7.7
22239,Plumaudan,22,2024,Taux brut de natalité (pour mille),7.7
22240,Plumaugat,22,2024,Taux brut de natalité (pour mille),7.7
22241,Plumieux,22,2024,Taux brut de natalité (pour mille),7.7
22242,Plurien,22,2024,Taux brut de natalité (pour mille),7.7
22243,Plusquellec,22,2024,Taux brut de natalité (pour mille),7.7
22244,Plussulien,22,2024,Taux brut de natalité (pour mille),7.7
22245,Pluzunet,22,2024,Taux brut de natalité (pour mille),7.7
22246,Pommeret,22,2024,Taux brut de natalité (pour mille),7.7
22248,Pommerit-le-Vicomte,22,2024,Taux brut de natalité (pour mille),7.7
22249,Pont-Melvez,22,2024,Taux brut de natalité (pour mille),7.7
22250,Pontrieux,22,2024,Taux brut de natalité (pour mille),7.7
22251,Pordic,22,2024,Taux brut de natalité (pour mille),7.7
22254,Prat,22,2024,Taux brut de natalité (pour mille),7.7
22255,La Prénessaye,22,2024,Taux brut de natalité (pour mille),7.7
22256,Quemper-Guézennec,22,2024,Taux brut de natalité (pour mille),7.7
22257,Quemperven,22,2024,Taux brut de natalité (pour mille),7.7
22258,Quessoy,22,2024,Taux brut de natalité (pour mille),7.7
22259,Quévert,22,2024,Taux brut de natalité (pour mille),7.7
22260,Le Quillio,22,2024,Taux brut de natalité (pour mille),7.7
22261,Quintenic,22,2024,Taux brut de natalité (pour mille),7.7
22262,Quintin,22,2024,Taux brut de natalité (pour mille),7.7
22263,Le Quiou,22,2024,Taux brut de natalité (pour mille),7.7
22264,La Roche-Jaudy,22,2024,Taux brut de natalité (pour mille),7.7
22265,Rospez,22,2024,Taux brut de natalité (pour mille),7.7
22266,Rostrenen,22,2024,Taux brut de natalité (pour mille),7.7
22267,Rouillac,22,2024,Taux brut de natalité (pour mille),7.7
22268,Ruca,22,2024,Taux brut de natalité (pour mille),7.7
22269,Runan,22,2024,Taux brut de natalité (pour mille),7.7
22271,Saint-Adrien,22,2024,Taux brut de natalité (pour mille),7.7
22272,Saint-Agathon,22,2024,Taux brut de natalité (pour mille),7.7
22273,Saint-Alban,22,2024,Taux brut de natalité (pour mille),7.7
22274,Saint-André-des-Eaux,22,2024,Taux brut de natalité (pour mille),7.7
22275,Saint-Barnabé,22,2024,Taux brut de natalité (pour mille),7.7
22276,Saint-Bihy,22,2024,Taux brut de natalité (pour mille),7.7
22277,Saint-Brandan,22,2024,Taux brut de natalité (pour mille),7.7
22278,Saint-Brieuc,22,2024,Taux brut de natalité (pour mille),7.7
22279,Saint-Caradec,22,2024,Taux brut de natalité (pour mille),7.7
22280,Saint-Carné,22,2024,Taux brut de natalité (pour mille),7.7
22281,Saint-Carreuc,22,2024,Taux brut de natalité (pour mille),7.7
22282,Saint-Cast-le-Guildo,22,2024,Taux brut de natalité (pour mille),7.7
22283,Saint-Clet,22,2024,Taux brut de natalité (pour mille),7.7
22284,Saint-Connan,22,2024,Taux brut de natalité (pour mille),7.7
22285,Saint-Connec,22,2024,Taux brut de natalité (pour mille),7.7
22286,Saint-Denoual,22,2024,Taux brut de natalité (pour mille),7.7
22287,Saint-Donan,22,2024,Taux brut de natalité (pour mille),7.7
22288,Saint-Étienne-du-Gué-de-l'Isle,22,2024,Taux brut de natalité (pour mille),7.7
22289,Saint-Fiacre,22,2024,Taux brut de natalité (pour mille),7.7
22291,Saint-Gildas,22,2024,Taux brut de natalité (pour mille),7.7
22293,Saint-Gilles-les-Bois,22,2024,Taux brut de natalité (pour mille),7.7
22294,Saint-Gilles-Pligeaux,22,2024,Taux brut de natalité (pour mille),7.7
22295,Saint-Gilles-Vieux-Marché,22,2024,Taux brut de natalité (pour mille),7.7
22296,Saint-Glen,22,2024,Taux brut de natalité (pour mille),7.7
22299,Saint-Hélen,22,2024,Taux brut de natalité (pour mille),7.7
22300,Saint-Hervé,22,2024,Taux brut de natalité (pour mille),7.7
22302,Saint-Jacut-de-la-Mer,22,2024,Taux brut de natalité (pour mille),7.7
22304,Saint-Jean-Kerdaniel,22,2024,Taux brut de natalité (pour mille),7.7
22305,Saint-Jouan-de-l'Isle,22,2024,Taux brut de natalité (pour mille),7.7
22306,Saint-Judoce,22,2024,Taux brut de natalité (pour mille),7.7
22307,Saint-Julien,22,2024,Taux brut de natalité (pour mille),7.7
22308,Saint-Juvat,22,2024,Taux brut de natalité (pour mille),7.7
22309,Saint-Launeuc,22,2024,Taux brut de natalité (pour mille),7.7
22310,Saint-Laurent,22,2024,Taux brut de natalité (pour mille),7.7
22311,Saint-Lormel,22,2024,Taux brut de natalité (pour mille),7.7
22312,Saint-Maden,22,2024,Taux brut de natalité (pour mille),7.7
22313,Saint-Martin-des-Prés,22,2024,Taux brut de natalité (pour mille),7.7
22314,Saint-Maudan,22,2024,Taux brut de natalité (pour mille),7.7
22315,Saint-Maudez,22,2024,Taux brut de natalité (pour mille),7.7
22316,Saint-Mayeux,22,2024,Taux brut de natalité (pour mille),7.7
22317,Saint-Méloir-des-Bois,22,2024,Taux brut de natalité (pour mille),7.7
22318,Saint-Michel-de-Plélan,22,2024,Taux brut de natalité (pour mille),7.7
22319,Saint-Michel-en-Grève,22,2024,Taux brut de natalité (pour mille),7.7
22320,Saint-Nicodème,22,2024,Taux brut de natalité (pour mille),7.7
22321,Saint-Nicolas-du-Pélem,22,2024,Taux brut de natalité (pour mille),7.7
22322,Saint-Péver,22,2024,Taux brut de natalité (pour mille),7.7
22323,Saint-Pôtan,22,2024,Taux brut de natalité (pour mille),7.7
22324,Saint-Quay-Perros,22,2024,Taux brut de natalité (pour mille),7.7
22325,Saint-Quay-Portrieux,22,2024,Taux brut de natalité (pour mille),7.7
22326,Saint-Rieul,22,2024,Taux brut de natalité (pour mille),7.7
22327,Saint-Samson-sur-Rance,22,2024,Taux brut de natalité (pour mille),7.7
22328,Saint-Servais,22,2024,Taux brut de natalité (pour mille),7.7
22330,Saint-Thélo,22,2024,Taux brut de natalité (pour mille),7.7
22331,Sainte-Tréphine,22,2024,Taux brut de natalité (pour mille),7.7
22332,Saint-Trimoël,22,2024,Taux brut de natalité (pour mille),7.7
22333,Saint-Vran,22,2024,Taux brut de natalité (pour mille),7.7
22334,Saint-Igeaux,22,2024,Taux brut de natalité (pour mille),7.7
22335,Senven-Léhart,22,2024,Taux brut de natalité (pour mille),7.7
22337,Sévignac,22,2024,Taux brut de natalité (pour mille),7.7
22338,Squiffiec,22,2024,Taux brut de natalité (pour mille),7.7
22339,Taden,22,2024,Taux brut de natalité (pour mille),7.7
22340,Tonquédec,22,2024,Taux brut de natalité (pour mille),7.7
22341,Tramain,22,2024,Taux brut de natalité (pour mille),7.7
22342,Trébédan,22,2024,Taux brut de natalité (pour mille),7.7
22343,Trébeurden,22,2024,Taux brut de natalité (pour mille),7.7
22344,Trébrivan,22,2024,Taux brut de natalité (pour mille),7.7
22345,Trébry,22,2024,Taux brut de natalité (pour mille),7.7
22346,Trédaniel,22,2024,Taux brut de natalité (pour mille),7.7
22347,Trédarzec,22,2024,Taux brut de natalité (pour mille),7.7
22348,Trédias,22,2024,Taux brut de natalité (pour mille),7.7
22349,Trédrez-Locquémeau,22,2024,Taux brut de natalité (pour mille),7.7
22350,Tréduder,22,2024,Taux brut de natalité (pour mille),7.7
22351,Treffrin,22,2024,Taux brut de natalité (pour mille),7.7
22352,Tréfumel,22,2024,Taux brut de natalité (pour mille),7.7
22353,Trégastel,22,2024,Taux brut de natalité (pour mille),7.7
22354,Tréglamus,22,2024,Taux brut de natalité (pour mille),7.7
22356,Trégomeur,22,2024,Taux brut de natalité (pour mille),7.7
22358,Trégonneau,22,2024,Taux brut de natalité (pour mille),7.7
22359,Trégrom,22,2024,Taux brut de natalité (pour mille),7.7
22360,Trégueux,22,2024,Taux brut de natalité (pour mille),7.7
22361,Tréguidel,22,2024,Taux brut de natalité (pour mille),7.7
22362,Tréguier,22,2024,Taux brut de natalité (pour mille),7.7
22363,Trélévern,22,2024,Taux brut de natalité (pour mille),7.7
22364,Trélivan,22,2024,Taux brut de natalité (pour mille),7.7
22365,Trémargat,22,2024,Taux brut de natalité (pour mille),7.7
22366,Trémel,22,2024,Taux brut de natalité (pour mille),7.7
22368,Tréméreuc,22,2024,Taux brut de natalité (pour mille),7.7
22369,Trémeur,22,2024,Taux brut de natalité (pour mille),7.7
22370,Tréméven,22,2024,Taux brut de natalité (pour mille),7.7
22371,Trémorel,22,2024,Taux brut de natalité (pour mille),7.7
22372,Trémuson,22,2024,Taux brut de natalité (pour mille),7.7
22373,Tréogan,22,2024,Taux brut de natalité (pour mille),7.7
22375,Tressignaux,22,2024,Taux brut de natalité (pour mille),7.7
22376,Trévé,22,2024,Taux brut de natalité (pour mille),7.7
22377,Tréveneuc,22,2024,Taux brut de natalité (pour mille),7.7
22378,Trévérec,22,2024,Taux brut de natalité (pour mille),7.7
22379,Trévou-Tréguignec,22,2024,Taux brut de natalité (pour mille),7.7
22380,Trévron,22,2024,Taux brut de natalité (pour mille),7.7
22381,Trézény,22,2024,Taux brut de natalité (pour mille),7.7
22383,Troguéry,22,2024,Taux brut de natalité (pour mille),7.7
22384,Uzel,22,2024,Taux brut de natalité (pour mille),7.7
22385,La Vicomté-sur-Rance,22,2024,Taux brut de natalité (pour mille),7.7
22386,Le Vieux-Bourg,22,2024,Taux brut de natalité (pour mille),7.7
22387,Le Vieux-Marché,22,2024,Taux brut de natalité (pour mille),7.7
22388,Vildé-Guingalan,22,2024,Taux brut de natalité (pour mille),7.7
22389,Yffiniac,22,2024,Taux brut de natalité (pour mille),7.7
22390,Yvias,22,2024,Taux brut de natalité (pour mille),7.7
22391,Yvignac-la-Tour,22,2024,Taux brut de natalité (pour mille),7.7
29001,Argol,29,2024,Taux brut de natalité (pour mille),7.7
29002,Arzano,29,2024,Taux brut de natalité (pour mille),7.7
29003,Audierne,29,2024,Taux brut de natalité (pour mille),7.7
29004,Bannalec,29,2024,Taux brut de natalité (pour mille),7.7
29005,Baye,29,2024,Taux brut de natalité (pour mille),7.7
29006,Bénodet,29,2024,Taux brut de natalité (pour mille),7.7
29007,Berrien,29,2024,Taux brut de natalité (pour mille),7.7
29008,Beuzec-Cap-Sizun,29,2024,Taux brut de natalité (pour mille),7.7
29010,Bodilis,29,2024,Taux brut de natalité (pour mille),7.7
29011,Bohars,29,2024,Taux brut de natalité (pour mille),7.7
29012,Bolazec,29,2024,Taux brut de natalité (pour mille),7.7
29013,Botmeur,29,2024,Taux brut de natalité (pour mille),7.7
29014,Botsorhel,29,2024,Taux brut de natalité (pour mille),7.7
29015,Bourg-Blanc,29,2024,Taux brut de natalité (pour mille),7.7
29016,Brasparts,29,2024,Taux brut de natalité (pour mille),7.7
29017,Brélès,29,2024,Taux brut de natalité (pour mille),7.7
29018,Brennilis,29,2024,Taux brut de natalité (pour mille),7.7
29019,Brest,29,2024,Taux brut de natalité (pour mille),7.7
29020,Briec,29,2024,Taux brut de natalité (pour mille),7.7
29021,Plounéour-Brignogan-plages,29,2024,Taux brut de natalité (pour mille),7.7
29022,Camaret-sur-Mer,29,2024,Taux brut de natalité (pour mille),7.7
29023,Carantec,29,2024,Taux brut de natalité (pour mille),7.7
29024,Carhaix-Plouguer,29,2024,Taux brut de natalité (pour mille),7.7
29025,Cast,29,2024,Taux brut de natalité (pour mille),7.7
29026,Châteaulin,29,2024,Taux brut de natalité (pour mille),7.7
29027,Châteauneuf-du-Faou,29,2024,Taux brut de natalité (pour mille),7.7
29028,Cléden-Cap-Sizun,29,2024,Taux brut de natalité (pour mille),7.7
29029,Cléden-Poher,29,2024,Taux brut de natalité (pour mille),7.7
29030,Cléder,29,2024,Taux brut de natalité (pour mille),7.7
29031,Clohars-Carnoët,29,2024,Taux brut de natalité (pour mille),7.7
29032,Clohars-Fouesnant,29,2024,Taux brut de natalité (pour mille),7.7
29033,Le Cloître-Pleyben,29,2024,Taux brut de natalité (pour mille),7.7
29034,Le Cloître-Saint-Thégonnec,29,2024,Taux brut de natalité (pour mille),7.7
29035,Coat-Méal,29,2024,Taux brut de natalité (pour mille),7.7
29036,Collorec,29,2024,Taux brut de natalité (pour mille),7.7
29037,Combrit,29,2024,Taux brut de natalité (pour mille),7.7
29038,Commana,29,2024,Taux brut de natalité (pour mille),7.7
29039,Concarneau,29,2024,Taux brut de natalité (pour mille),7.7
29040,Le Conquet,29,2024,Taux brut de natalité (pour mille),7.7
29041,Coray,29,2024,Taux brut de natalité (pour mille),7.7
29042,Crozon,29,2024,Taux brut de natalité (pour mille),7.7
29043,Daoulas,29,2024,Taux brut de natalité (pour mille),7.7
29044,Dinéault,29,2024,Taux brut de natalité (pour mille),7.7
29045,Dirinon,29,2024,Taux brut de natalité (pour mille),7.7
29046,Douarnenez,29,2024,Taux brut de natalité (pour mille),7.7
29047,Le Drennec,29,2024,Taux brut de natalité (pour mille),7.7
29048,Edern,29,2024,Taux brut de natalité (pour mille),7.7
29049,Elliant,29,2024,Taux brut de natalité (pour mille),7.7
29051,Ergué-Gabéric,29,2024,Taux brut de natalité (pour mille),7.7
29053,Le Faou,29,2024,Taux brut de natalité (pour mille),7.7
29054,La Feuillée,29,2024,Taux brut de natalité (pour mille),7.7
29055,Le Folgoët,29,2024,Taux brut de natalité (pour mille),7.7
